YEAR,ID,TYPE,ARCHITECTURE,TECHNOLOGY,TITLE,ABSTRACT,AUTHORS,COMMENTS,Csamp [pF],AREA [mm^2],SNDR_lf [dB],fin_hf [Hz],SNDR_hf [dB],SNR [dB],DR [dB],-THD [dB],SFDR [dB],SNDR_plot [dB],P [W],fs [Hz],OSR,fsnyq [Hz],P/fsnyq [pJ],FOMW_lf [fJ/conv-step],FOMW_hf [fJ/conv-step],FOMS_lf [dB],FOMS_hf [dB],FOMW_hf/fsnyq,"FOMS,hf+10log(fsnyq)",source
2017,8.4,NQ,"Pipe, SAR",0.04,A Calibration-Free 2.3 mW 73.2 dB SNDR 15b 100 MS/s Four-Stage Fully Differential Ring Amplifier Based SAR-Assisted Pipeline ADC,"A four-stage fully differential ring amplifier in 40 nm CMOS improves gain to over 90 dB without compromising speed. It is applied in a 15b, 100 MS/s calibration-free SAR-assisted pipeline ADC. In addition, a new auto-zero noise filtering method reduces noise without consuming additional power. The ADC achieves 73.2 dB SNDR (11.9b) and 90.4 dB SFDR with a 1.1 V supply. It consumes 2.3 mW resulting in a SNDR based Schreier FoM of 176.6 dB.",Y. Lim and M. P. Flynn,VDD=1.1V,4.096,0.068,,5900000,73.2,73.3,,,90.4,73.2,2.30E-03,1.00E+08,1,1.00E+08,2.30E+01,,6.2,,176.6,6.16E-08,256.6,VLSI
2017,18.1,OS,SAR,0.014,A 2.4-mW 25-MHz BW 300-MS/s Passive Noise Shaping SAR ADC with Noise Quantizer Technique in 14-nm CMOS,"This paper presents a SAR ADC using passive noise shaping and noise quantizer techniques. A ping-pong residue switching enables noise shaping at high sampling rate. The prototype  n 14 nm achieves 69-dB SNDR at 25-MHz BW and 300 MS/s. The FOMS and FOMW are 169 dB and 20.5 fJ/conv.-step, respectively. With noise shaping only, the SNDR is 66.2 dB at 33-MHz BW and 400 MS/s.","Y.-Z. Lin, C.-H. Tsai, S.-C. Tsou, R.-X. Chu and C.-H. Lu",VDD=1V,,0.0043,,20000000,69.1,,72,,78,69.1,2.40E-03,3.00E+08,6,5.00E+07,4.80E+01,,20.6,,169.3,4.12E-07,246.3,VLSI
2017,18.2,OS,SAR,0.04,A 13b-ENOB 173dB-FoM 2nd -Order NS SAR ADC with Passive Integrators,"This paper presents a low-power 2nd-order noise-shaping (NS) SAR ADC. Instead of using power-hungry op-amps, it uses switches and capacitors to make passive integrators for noise shaping. The overall architecture is simple and the NS order can be easily reconfigured from 0 to 2. A prototype chip is fabricated in a 40nm CMOS process. With 2nd-order NS, the chip consumes 143uW power at 1.1V and 8.4MS/s. At an OSR of 16, SNDR is 80dB and the Schreier FoM is 173dB.","W. Guo, H. Zhuang and N. Sun",VDD=1.1V,,0.04,,262000,80,83,,,,80,1.43E-04,8.40E+06,16,5.25E+05,2.72E+02,,33.3,,172.6,6.35E-05,229.8,VLSI
2017,18.3,NQ,SAR,0.04,A 510nW 12-bit 200kS/s SAR-Assisted SAR ADC Using a Re-Switching Technique,"This paper presents a 510nW 12-bit 200kS/s SAR-assisted SAR ADC in 40nm CMOS at 0.7V supply. A re-switching technique is proposed to suppress DNL spikes so that the size of DAC capacitor array can be minimized to reduce switching energy. A set of 2-way charge pump is used to decrease settling time constant and to increase sampling linearity. The prototype ADC achieves the DNL/INL performance of 0.5/0.79 LSB. Its SNDR and SFDR at Nyquist rate are 69.1dB and 81.72dB, respectively. It results in an FoMS of 182dB and an FoMW of 1.1fJ/c.-s.","Y.-S. Hu, K.-Y. Lin and H.-S. Chen",VDD=0.7V,,0.014,,100000,69.1,70.56,,74.43,69.1,69.1,5.10E-07,2.00E+05,1,2.00E+05,2.55E+00,,1.1,,182,5.47E-06,235,VLSI
2017,18.4,NQ,SAR,0.04,"A 107 dB SFDR, 80 kS/s Nyquist-Rate SAR ADC Using a Hybrid Capacitive and Incremental ä? DAC","This paper introduces an architecture and design for high resolution, high linearity Nyquist rate SAR ADCs requiring only a single simple calibration at startup. The proposed architecture benefits from an intrinsically linear 1.5 bit DAC to resolve the fine bits of the SAR ADC after a coarse conversion phase with a monotonically switched capacitive DAC. The    DAC is also used for a single shot calibration of the coarse CDAC which therefore does not require good matching and can be sized solely upon noise requirements. A prototype was fabricated in 40 nm CMOS, with power supplies of 1.1V and 2.5 V. It occupies an active area of only 0.074mm2. The prototype achieves a measured peak SFDR of 107 dB and a noise limited SNDR of 84.8 dB at 80 kS/s Nyquist rate operation. The core power consumption is 101?W at 80 kS/s. In oversampling mode, the ADC achieves an SNDR above 90 dB over a 5 kHz bandwidth.","A. AlMarashli, J. Anders, J. Becker and M. Ortmanns",VDD=1.1/2.5V,,0.074,,20000,84.8,,,,107,84.8,1.01E-04,8.00E+04,1,8.00E+04,1.26E+03,,88.9,,170.8,1.11E-03,219.8,VLSI
2017,21.1,NQ,SAR,0.014,A 12b 61dB SNDR 300MS/s SAR ADC with Inverter-Based Preamplifier and Common-Mode-Regulation DAC in 14nm CMOS FinFET,"A 300MS/s 12b SAR ADC achieving 61.6dB peak SNDR is presented. It reaches 60.5dB SNDR and 78.7dB SFDR with 0.8Vpp,diff input amplitude at Nyquist. The key elements are a comparator with inverter-based preamplifier and a SAR-based common-mode regulation. The regulation adjusts the common mode on a sample-by-sample basis to improve  ommon-mode rejection. The ADC consumes 7.0mW from a single 0.85V supply, where 3.7mW is contributed by the reference buffer. ","D. Luu, L. Kull, T. Toifl, C. Menolfi, M. Braendli, P. A. Francese, T. Morf, M. Kossel, H. Yueksel, A. Cevrero, I. Ozkaya and Q. Huang",VDD=0.85V,,0.006,61.6,146000000,60.5,,,75.16,78.72,60.5,3.30E-03,3.00E+08,1,3.00E+08,1.10E+01,11.2,12.8,168.2,167,4.26E-08,251.8,VLSI
2017,21.2,NQ,"SAR, TI",0.016,A 0.014mm2 10-Bit 2GS/s Time-Interleaved SAR ADC with Low-Complexity Background Timing Skew Calibration,"A 10-bit 2GS/s time-interleaved SAR ADC with low-complexity background timing skew calibration is presented. 10% of the area is utilized for the interleaving mismatch estimation and correction. The ADC achieves -64dB mismatch spur and 50.1dB SNDR at Nyquist rate, with 10.4mW power consumption and 0.014mm2 area in 16nm. ","L. Luo, S. Chen, M. Zhou and T. Ye",VDD=0.85/1.5V,,0.014,54.5,1000000000,50.1,,,,56,50.1,1.04E-02,2.00E+09,1,2.00E+09,5.20E+00,12,19.9,164.3,159.9,9.95E-09,252.9,VLSI
2017,21.3,NQ,"SAR, Pipe",0.18,An 18-Bit 2MS/s Pipelined SAR ADC Utilizing a Sampling Distortion Cancellation Circuit with -107dB THD at 100kHz,"This paper presents an 18-bit SAR ADC capable of -107dB THD for a 10V pk to pk 100kHz input. Distortion originating from the input switch?s nonlinear on-resistance is cancelled by sampling the input onto two separate capacitor arrays, whose components are scaled to give the same nonlinear charge error, and then subtracting this charge during conversion. The new sampling scheme can support event-driven sampling, requires no active circuits and draws zero quiescent power. ",D. Hummerston and P. Hurrell,"VDD=1.8/5V, Insufficient data, not clear what fin, SNDR is", ,3.87,,100000,,100,100.5,,,100,1.14E-02,2.00E+06,1,2.00E+06,5.68E+03,,69.4,,179.5,3.47E-05,242.5,VLSI
2017,21.4,NQ,SAR,0.055,A 16-Bit 16MS/s SAR ADC with On-Chip Calibration in 55nm CMOS,"This paper presents a SAR ADC that is much smaller and faster than the recently reported precision (16-bit and beyond) SAR ADCs [1, 2, 3]. In addition, it features low input capacitance and an efficient on-chip foreground calibration algorithm to fix bit weight errors. Several other enabling techniques are also used, including signal independent reference switching using reservoir capacitors to improve speed and reduce area, LSB repeats and ADC residue measurement to improve efficiency. The prototype achieves 97.5dB SFDR while operating at 16MS/s and consumes 16.3mW. It was fabricated in 55nm CMOS and occupies 0.55mm2. ","J. Shen, A. Shikata, L. Fernando, N. Guthrie, B. Chen, M. Maddox, N. Mascarenhas, R. Kapusta and M. Coln",VDD=3.3/1.2V,1,0.55,,100000,78,,,,98,78,1.63E-02,1.60E+07,1,1.60E+07,1.02E+03,,156.9,,164.9,9.81E-06,237,VLSI
2017,21.5,NQ,Flash,0.065,A 2GS/s 8b Flash ADC Based on Remainder Number System in 65nm CMOS,"A non-interleaved 2GS/s, 8b flash ADC achieves an effective resolution bandwidth (ERBW) of 1.74 GHz using a remainder number system (RNS) architecture, which results in reduced number of comparators while preserving the flash speed of the converter. The prototype ADC, fabricated in a 65nm CMOS process with an area of 0.08 mm2, achieves an SNDR of  0.7 dB for a Nyquist input. The measured DNL and INL are ñ0.14 and ñ0.61 LSBs, respectively. ","S. Zhu, B. Wu, Y. Cai and Y. Chiu",VDD=1.2/1.3V,0.064,0.08,41.4,1000000000,40.7,,,47,49,40.7,2.10E-02,2.00E+09,1,2.00E+09,1.05E+01,109.4,118.6,148.2,147.5,5.93E-08,240.5,VLSI
2018,9.1,NQ,SAR,0.04,A 12-bit 31.1uW 1MS/s SAR ADC with On-Chip Input-Signal-Independent Calibration Achieving 100.4dB SFDR using 256fF Sampling Capacitance,"A 12-bit 31.1uW 1MS/s SAR ADC with on-chip inputsignal-independent calibration achieving 100.4dB SFDR is presented. The proposed calibration overcomes the drawbacks of the traditional split-ADC calibration while obtaining very fast convergence. The calibration only needs one ADC and is input signal independent. Three techniques are proposed to help achieve this, including shuffling of mismatched MSB capacitors. Silicon results fully validated the design and show 16-bit linearity with only 256fF total sampling capacitance.","Junhua Shen, Akira Shikata, Anping Liu, and Frederick Chalifoux","VDD=1.1/0.9V, area includes cal.",0.256,0.073,68.1,500000,66.6,68.2,,,100.4,66.6,3.10E-05,1.00E+06,1,1.00E+06,3.10E+01,14.9,17.7,170.2,168.7,1.77E-05,228.7,VLSI
2018,9.2,NQ,"SAR, VCO",0.04,A 0.5-1.1V 10b Adaptive Bypassing SAR ADC Utilizing Oscillation Cycle Information of VCO-based Comparator,"VCO-based comparators generate both bit decisions as well as oscillation cycle information, whereas the latter has not been exploited in SAR ADCs. This work presents a SAR ADC using oscillation cycle as the  thresholds for multiple bypass windows, which improves energy efficiency. PVT-induced variations are compensated by adaptive windowing. The implemented 40nm ADC is robust under wide supply voltages ranging 0.5-1.1V with 9.71b peak ENOB at 1.1V and 2.4fJ/c.-s. lowest FoM at 0.5V without any tuning.","Zhaoming Ding, Xiong Zhou, Qiang Li",VDD=0.5V,,0.00975,,10000,54.56,,,,71.3,54.6,2.10E-08,2.00E+04,1,2.00E+04,1.05E+00,,2.4,,171.3,1.20E-04,214.3,VLSI
2018,9.3,NQ,"Subranging, time-based",0.065,"A 2.3-mW, 950-MHz, 8-bit Fully-Time-Based Subranging ADC Using Highly-Linear Dynamic VTC","A novel fully-time-based subranging analog-to-digital converter (ADC) is proposed. Two time-based ADCs (TB ADCs) are used for both coarse and fine ADCs, resulting in low power operation. They were pipelined  to enhance the sampling frequency. Highly-linear voltage-to-time converter (HL VTC) is also proposed to ensure a wide input range for the coarse ADC. Moreover, the interpolation time-to-digital converter (TDC)  with a dynamic delayer enables low-power operation. An 8-bit test chip fabricated with 65-nm CMOS technology had power dissipation of 2.3 mW at 950 MS/s. The figure of merit was 16.0 fJ/conversion step. ",Kenichi Ohhata,VDD=1V,,0.007,45.4,475000000,45,,,,62.1,45,2.30E-03,9.50E+08,1,9.50E+08,2.42E+00,15.9,16.7,158.5,158.1,1.75E-08,247.9,VLSI
2018,9.4,NQ,"Two-step, SAR",0.04,A >3GHz ERBW 1.1GS/s 8b Two-Step SAR ADC with Recursive-Weight DAC,,,VDD=1.2V,,0.00165,,550000000,45,,,,66,45,4.00E-03,1.10E+09,1,1.10E+09,3.64E+00,,25,,156.4,2.28E-08,246.8,VLSI
2018,9.5,NQ,"SAR, TI",0.016,A 13bit 5GS/s ADC with time-interleaved chopping calibration in 16nm FinFET,"A 13bit 5GS/s time-interleaved ADC is described which uses a chopping technique to reduce the effect of interleaved flicker noise spectral artefacts and to increase the ADC immunity to input signal  characteristics. Enhanced offset and time-skew calibration algorithms are developed to maximize the performance in the presence of non-ideal sampling switches. At 5GS/s, the ADC dissipates 641mW while achieving a 62dB and 57dB of SFDR and SNDR respectively while maintaining a SFDR excluding HD2 and HD3 better than 70dBc across the first Nyquist band for input amplitudes down to -20dBFS.","Bruno Vaz, Bob Verbruggen, Christophe Erdmann, Diarmuid Collins, John Mcgrath, Ali Boumaalif, Edward Cullen, Darragh Walsh, Alonso Morgado, Conrado Mesadri, Brian Long, Rajitha Pathepuram, Ronnie De La Torre, Alvin Manlapat, Georgios Karyotis, Dimitris Tsaliagos, Patrick Lynch, Peng Lim, Daire Breathnach and Brendan Farley",Power & area includes cal.,,1.1,60,2500000000,57,,,,61.9,57,6.41E-01,5.00E+09,1,5.00E+09,1.28E+02,156.9,221.6,155.9,152.9,4.43E-08,249.9,VLSI
2018,19.1,OS,SDCT,0.065,A 1.2V 68?W 98.2dB-DR Audio Continuous-Time Delta-Sigma Modulator,"This paper presents a micro-power audio continuous-time delta-sigma modulator. Fabricated in a 65nm CMOS process, the modulator occupies 0.14mm2 and achieves 98.2dB DR, 94.1dB SNDR and 107dB  SFDR in a 24kHz BW while consuming only 68?W from a 1.2V supply. This results in a Schreier FoM of 183.6 dB, the highest energy-efficiency for audio ADCs published to date.","Changwook Lee, MoonHyung Jang, and Youngcheol Chae",VDD=1.2V,,0.14,,24000,94.1,94.8,98.2,,107,94.1,6.80E-05,6.14E+06,128,4.80E+04,1.42E+03,,34.2,,179.6,7.12E-04,226.4,VLSI
2018,19.2,OS,SDCT,0.04,A 0.029mm2 17-fJ/Conv.-Step CT ?ä ADC With 2nd-Order Noise-Shaping SAR Quantizer,"This paper presents a compact and power-efficient 3rd-order CT ?ä ADC with a single OTA. A 4-b fully-passive 2ndorder noise-shaping SAR ADC is employed as the quantizer that inherently provides two  additional noise shaping orders. Fabricated in 40nm CMOS, the prototype ADC consumes 1.16mW with a 500MHz clock rate. It achieves a Walden FoM of 17-fJ/conv.-step and occupies an area of only 0.029 mm2.","Jiaxin Liu, Shaolan Li, Wenjuan Guo, Guangjun Wen and Nan Sun", ,,0.029,,12500000,70.4,,73,,85.6,70.4,1.16E-03,5.00E+08,20,2.50E+07,4.64E+01,,17.1,,170.7,6.86E-07,244.7,VLSI
2018,19.3,OS,"SDSC, Pipe, SAR",0.065,A 77dB SNDR 12.5MHz Bandwidth 0-1 MASH ä? ADC Based on the Pipelined-SAR Structure,"This paper presents a wide-band and energy-efficient 0-1 MASH ä? ADC which is realized based on the pipelined-SAR structure. Composed by a 6b SAR ADC in the 1st-stage and a 5b SAR ADC in the 2nd-stage, with alternate loading capacitors (ALC) reused for error feedback, it realizes an ideal 1st-order noise shaping while simultaneously maintaining a high-speed pipeline operation. Fabricated in 65nm  CMOS, the prototype consumes 4.5mW from a 1.2V supply with 77dB SNDR over 12.5MHz bandwidth, leading to a 171.5dB Schreier FoM.","Yan Song, Yan Zhu, Chi-Hang Chan, Li Geng and Rui Paulo Martins", ,,0.014,,12500000,77.1,,78.5,,90.7,77.1,4.50E-03,2.00E+08,8,2.50E+07,1.80E+02,,30.8,,171.5,1.23E-06,245.5,VLSI
2018,19.4,OS,Incremental,0.18,A 1.25MS/s Two-Step Incremental ADC with 100dB DR and 110dB SFDR,"This paper presents a two-step incremental ADC (IADC) with extended counting. The proposed IADC has only one active integrator in the two-step conversion cycle. To achieve high accuracy without trimming or calibration, a cyclic ADC with a 31-level quantizer is used in the second step. Fabricated in 0.18 ?m CMOS process, the prototype ADC occupies 0.72 mm2. With a 55 MHz clock, the measured dynamic range and SFDR are 100 dB and 110 dB, respectively, at a conversion rate of 1.25 MS/s. The power consumption is 27.7 mW from a 3 V power supply. This gives a Schreier FoM of 173.6 dB.","Takato Katayama, Shiko Miyashita, Kazuki Sobue, Koichi Hamashita",VDD=3V,,0.72,,625000,96.6,,100.1,,110.4,96.6,2.77E-02,5.50E+07,44,1.25E+06,2.22E+04,,401,,170.1,3.21E-04,231.1,VLSI
2018,19.5,OS,Incremental,0.065,A 550?W 20kHz BW 100.8dB SNDR Linear-Exponential Multi-Bit Incremental Converter with 256-cycles in 65nm CMOS,"This paper presents an incremental A/D converter with a two-phase linear-exponential accumulation loop. In the linear phase, the loop works as a first-order structure. The noise coupling path is then enabled in the exponential phase thus boosting the SQNR exponentially with a few number of clock cycles. The uniform-exponential weight function allows data weighted averaging (DWA) to work well suppressing the DAC mismatch error. Fabricated in 65nm CMOS under 1.2V supply, the ADC achieves an SNDR/DR of 100.8dB/101.8dB with 20kHz BW, 550?W & 0.134mm2, resulting in FoMW and FoMS
of 153fJ/176.4dB (SNDR), respectively.","Biao Wang, Sai-Weng Sin, Seng-Pan U, Franco Maloberti, R. P. Martins",VDD=1.2V,,0.134,,20000,100.8,,101.8,,,100.8,5.50E-04,1.02E+07,256,4.00E+04,1.38E+04,,153.4,,176.4,3.83E-03,222.4,VLSI
2018,22.3,OS,SDCT,0.18,A 6.5?W 92.3dB-DR Biopotential-Recording Front-End with 360mVpp Linear Input Range,"This paper presents a direct-digital-conversion biopotentialrecording front-end with 92.3dB dynamic range at an input range of 360mVpp. The proposed front-end is a capacitively -coupled 3rd-order Gm-C CT ?äM with a 5-bit SAR quantizer. The capacitively-coupled summing circuit increases linearity of the ?äM, and a 3rd-order Gm-C loop filter and a 5-bit SAR ADC reduces quantization noise level. The proposed front-end is fabricated in 0.18?m CMOS, and achieves 91.3dB SNDR and 1.8?Vrms input-referred noise over 100Hz BW. Also, an invitro LFP recording is performed to verify the front-end.","Jun-Suk Bang, Hyuntak Jeon, Minkyu Je, Gyu-Hyeong Cho", VDD=1V,,0.55,,10000,91.3,,,,104.7,91.3,6.50E-06,1.28E+04,64,2.00E+02,3.25E+04,,1082.5,,163.2,5.41E+00,186.2,VLSI
2018,25.5,NQ,"SAR, TI",0.014,A 10-bit 20-40 GS/s ADC with 37 dB SNDR at 40 GHz Input using First Order Sampling Bandwidth Calibration,"An asynchronous 48x interleaved SAR ADC optimized for high SNDR above 20 GHz input frequency operating at 20-40 GS/s is presented. The ADC features an 8-channel interleaver with clock demultiplexing for enhanced bandwidth, a power- and area-optimized 2-stage SAR ADC, and bandwidth adjustment in the input sampling path. At 32 GS/s and 199mW power consumption it achieves 47.3 dB SNDR near DC and 37.8 dB at 40 GHz input frequency with a core chip area of 0.16mm2 in 14 nm FinFET CMOS technology.","Lukas Kull, Danny Luu, Christian Menolfi, Thomas Morf, Pier Andrea Francese, Matthias Braendli, Marcel Kossel, Alessandro Cevrero, Ilter Ozkaya, Thomas Toifl",VDD=0.95/0.8V,,0.16,47.3,39800000000,37.8,,,,,37.8,1.99E-01,3.20E+10,1,3.20E+10,6.22E+00,32.8,98.1,156.4,146.9,3.06E-09,251.9,VLSI
2019,7.1,OS,"SAR, Pipe",0.04,A 75.8dB-SNDR Pipeline SAR ADC with 2nd-order Interstage Gain Error Shaping,This paper presents a low-cost gain error shaping (GES) technique that can substantially suppress the in-band interstage gain error in pipeline ADCs. It works for both closed-loop and open-loop amplification. A prototype ADC with the proposed 2nd-order GES technique in 40nm CMOS achieves 75.8dB SNDR over 12.5MHz BW while operating at 100MS/s and consuming 1.54mW. It achieves 174.9dB Schreier FoM. The GES-related hardware occupies less than 2% of the core area.,C.-K. Hsu and N. Sun,VDD=1V,1,0.061,,12500000,75.8,,76.8,,92.9,75.8,1.54E-03,1.00E+08,4,2.50E+07,6.16E+01,,12.2,,174.9,4.89E-07,248.9,VLSI
